商品评论,情感分析结果,评价倾向
很好的书，翻译流畅作者构思精巧娓道来值得细品味评。谢德林是现实主义讽刺大师他常针对当时人和事进行含沙射影或指桑骂槐式幽默被称为“带着鄙视愤怒笑”此次由上海文出版社推张孟恢《集》本不错硬装脊锁线处理纸质优良排印刷舒服珍藏,0.9999999998682219,喜欢
京东图书满30-1，配上文学券再减6,0.23137784866860478,不喜欢
送货很快！一直非常喜欢策兰的诗，买了套装帧漂亮慢看,0.9999898976134189,喜欢
保罗策兰的诗配这个封面很搭,0.9873205854894003,喜欢
保罗策兰全集终于出啦,0.9769201140781878,喜欢
书已经收到了，保罗策兰的诗写很好这个质量也不错翻译还,0.9997794362056183,喜欢
现在的包装都这么残忍啊，还好我没事,0.7964845780284866,喜欢
好书，最近天气冷刚可以读,0.7831922724281545,喜欢
保罗策兰的书，出一本收,0.874375719431831,喜欢
期待已久的好书，京东正品值得信赖。,0.9995722684696533,喜欢
正版，质量很好,0.8278809207547035,喜欢
挺好的！就是女儿说只有2本看得懂,0.7929876188834635,喜欢
包装精美，书本事就更不用说了听介绍买的好,0.8489398796334878,喜欢
孩子六年级了，很喜欢这套书对他帮助大,0.9958106256878114,喜欢
东西很好实用，物流快小哥态度也,0.9033513046794007,喜欢
收到啦！质量很好,0.41831880032290736,一般
挺不错的！,0.9401948468541813,喜欢
内容不错，等细看中好学习,0.9795036241282216,喜欢
不错，抢购时买的还参加150-活动叠了2券超值,0.9987947794436017,喜欢
味道非常不错，还是自己做的好吃点。,0.8342488457802815,喜欢
不考试也可以买来学习提高一下！顿报班的好像统都用这个教材,0.9830028488516367,喜欢
京东买书就是划算，低价知识囤的感觉真好,0.9936569263360275,喜欢
好学习一下，京东有活动,0.9391741217687286,喜欢
给单位买的书，送货快非常满意,0.8645007917315578,喜欢
此书已经看了很长时间，终于赶上京东打折给力,0.8874526902416937,喜欢
商品不错，快递服务,0.578605873745587,一般
先进理念，不考也值得一看,0.9904643986006415,喜欢
双1购买的。不得说京东书非常划算，包装严实收到后如果有破损还免费更换太省心事以就来,0.40019821140868717,一般
不错，已经习惯在京东上买了。,0.8391189000507125,喜欢
没想到京东有现货，还需要采购直接耽误用了。,0.008004337868598665,不喜欢
还没看这本书，不过宝贝喜欢,0.9084821764079107,喜欢
不错，一如既往的好,0.9836740559671003,喜欢
配送非常快，服务到位周热情！,0.9200999101057584,喜欢
非常满意，孩子刚上一年级有很多看图写话的题希望这个对他帮助。书质量好,0.9996434827873681,喜欢
活动价购买的，超值书质量非常好小孩很爱看觉得这类适合她内容丰富喜欢,0.9998515107149625,喜欢
物流很快，次日达书的纸质比较粗糙但印刷还是清晰内容丰富。,0.8510803545942578,喜欢
书本很厚，内容丰富价格实惠孩子喜欢。,0.9660617125468474,喜欢
小朋友喜欢看书，买本与课程相关的他不。,0.900690201742829,喜欢
好大一套书，封面很精美字体小合适主要是内容全孩子可以在今后的写作中找到多例文参考。值得购买而且还有技巧讲解和榜样范为对儿来说引导！读定帮助,0.999999949329566,喜欢
这两本书值得购买，纸张印刷都还可以。,0.6992692733204215,喜欢
很不错，嘿！孩子应该会喜欢的写作能力好希望有帮助,0.9981465845992765,喜欢
现在信赖首选京东默哒一直看着它年发展的越来好，心里也为壮大而加油打气。什么我喜欢购物因可以当天买自己商品阴就到达客户家中所有评价都相同西太多积累没最佩服还是流时晚上1点前动手指第二午送单位或者刷卡付款营挺保证售后问题专属热线很赞句话事儿接门取件退更换新电个月货半实体店弱爆了根本竞争力与提并论；比老铺街格省截票子哈宝平基不逛城能合意超值些明显市划算且模样吃喝生活用哟小贝们快吧!既钱又节间永远支持誉《》,0.9999633095027534,喜欢
京东就是快，书的质量不错！希望对孩子有帮助刚上一年级小朋友,0.9988039174761405,喜欢
很好,0.7795229979671993,喜欢
都是喜欢的书，活动很划算说。,0.9584591440244099,喜欢
用处不大，每个地方就介绍那么几页,0.009802593744147492,不喜欢
细笔没啥用，王府井小吃街都了还在书中列出,0.9762952981009433,喜欢
非常好，说的很详细有益处！,0.6745095264905102,喜欢
不好 书很脏旧坏了,0.047033157625827826,不喜欢
快速员态度很好，书质量价格还优惠了以后买就选京东。购物体验太！,0.9328583047261079,喜欢
京东买书 物美价廉流超快感觉极好谢,0.9658455266675869,喜欢
新書剛出就馬上入手了，家中本來有舊譯是時候更換代。,0.9145491304313789,喜欢
買了《精神分析引論》就同單一起購，湊套。,0.9613917682346061,喜欢
《精神分析新论》是引的续篇，发表于出版十五年后继承了前一部作品章节序号对延和补充。,0.999850096894729,喜欢
"""极简主义Minmals是二战后兴起的艺术流派，又被称为 Art。",0.991352287009933,喜欢
,0.5262327818078083,一般
"作品里降低了者自我表现和意识压迫更多去呈物本身最初质感这股风潮影响、设计建筑音乐等很领域20世纪7年代力也扩散到时装""",0.999996526374848,喜欢
《精神分析引论》是弗洛伊德的代表作，也学派纲领性品。在书中对人各种失误行为、梦和经症进了由浅入深探讨以方法治疗可能,0.9999941194313305,喜欢
京东自营就是快啊，基本都隔天到。,0.37882176374238874,不喜欢
服务好！礼品还真是漂亮，超值但有一颗小珠些瑕疵这难免的。尺寸比想象中要总体不错,0.9999237055358542,喜欢
给孩子买的学习参考书，希望对有帮助。京东送货真是快喜欢,0.9963967460337575,喜欢
不大好，东西9号买说10能到结果4才拖了久。很满意！,0.042136667580477294,不喜欢
给孩子买的辅导书，希望有帮助,0.9064334468412346,喜欢
三天就到了一点也没耽误，我信任京东。,0.04052629264786767,不喜欢
东西很好.送货速度快,0.9652827642925851,喜欢
很有价值的一本书，推荐！,0.8849521326568293,喜欢
好教辅，孩子很喜欢点赞。,0.9936850723401627,喜欢
还是不错的 用起来很舒服。,0.9663285868484315,喜欢
内容全面,0.4361628709454797,一般
还好吧,0.6986352350530262,喜欢
这就是四个伟大，好读必有收获,0.9791540491110429,喜欢
很好不错书继续支持,0.9781639710187291,喜欢
买了一整套，孩子喜欢说不错,0.9740854266288499,喜欢
不错，开阔一下视野包装简陋,0.9949933210623378,喜欢
东西正宗，品质保证性价比超高。值得推荐下次还会继续购买,0.9999465804398979,喜欢
书很不错，配送还可以喜欢,0.9670602727968266,喜欢
好,0.6558628208940429,喜欢
我们的征途是星辰大海,0.5878922110721017,一般
很好的书，一直盼着入手终于忍痛下了有点贵哦！,0.950459454967178,喜欢
相信移民火星是早晚的事儿，所以提前买来做准备吧！,0.17589250814253332,不喜欢
质量没问题，正版,0.42696628248935276,一般
很好 喜欢希望京东多搞一些图书优惠活动推全民阅读,0.9635893083186347,喜欢
好,0.6558628208940429,喜欢
还行，有点贵了没多少内容,0.42692685982794254,一般
看了电影黄金时代之后，开始喜欢上萧红。她洒脱不羁的性格虽说亦是苦一生短暂悲凉但活纯粹在文学造诣也可小觑有表去年读商市街写很好许广平人都知道贫穷没几个能把这么触目惊心就今天又收呼兰河传作为东北对于描部品充满期待和向往面会再入死场书要慢静下来急躁用感受本淡蓝色封安内页纸张厚实排版起舒服京自营多挑久民出社错然价略高些质量美值得藏！,0.9999999999984854,喜欢
外表看着美观大气上档次。一直信任京东质量不错，送货很快服务好！ 太漂亮高超喜欢比三家选的也是辛苦啊?现在除了碗热腾拉面强哥这里买到其他只有你想没午下单速度还行品装实用可以值得购刚开始点涩干净感价位适中性般吧物流天就整体觉收挺个要多几廉免去市场之劳推荐答案我为什么西因今明每商评都样导致积累未订所统段话作内容久产较坑如果来说款问题至少85分宝贝非常卖情给力愉,0.9999998948606332,喜欢
